x,y
0.0,52.483570765056164
0.8080808080808081,45.48088005697389
1.6161616161616161,45.29354739542305
2.4242424242424243,45.21194397048649
3.2323232323232323,35.34287618722824
4.040404040404041,32.599288079489845
4.848484848484849,35.65184574182809
5.656565656565657,30.578820318700274
6.4646464646464645,24.964957354550286
7.2727272727272725,25.472147165052185
8.080808080808081,21.252877052346758
8.88888888888889,19.59827839662129
9.696969696969697,19.418654419469494
10.505050505050505,14.142098266555115
11.313131313131313,13.348094384727062
12.121212121212121,14.04168391108101
12.929292929292929,12.333344132145815
13.737373737373737,13.055724731438124
14.545454545454545,10.61517643052197
15.353535353535353,9.24807011017376
16.161616161616163,11.388815734292894
16.96969696969697,8.95504357280679
17.77777777777778,8.50773159909193
18.585858585858585,6.684105619899735
19.393939393939394,6.7981666030683625
20.2020202020202,14.34061545968142
21.01010101010101,14.756026741179445
21.818181818181817,13.71750679773603
22.626262626262626,12.047234429736333
23.434343434343432,11.883170568881312
24.242424242424242,11.58733017782488
25.05050505050505,12.207040011935515
25.858585858585858,9.635431785043961
26.666666666666668,8.957470295473621
27.474747474747474,7.992514108710028
28.282828282828284,6.000576645875776
29.09090909090909,6.828880406182949
29.8989898989899,6.351808146872126
30.707070707070706,7.256169495404696
31.515151515151516,5.2653566604411814
32.323232323232325,5.09979498513573
33.13131313131313,4.549116439548313
33.93939393939394,3.717490271595008
34.74747474747475,4.325200865533439
35.55555555555556,3.848438415455567
36.36363636363636,3.561622633915401
37.17171717171717,2.766718704213535
37.97979797979798,3.2001481363934916
38.78787878787879,2.225105922603301
39.5959595959596,2.5263860273170717
40.4040404040404,2.682498771526836
41.21212121212121,1.8281232258832987
42.02020202020202,1.7651256554578096
42.82828282828283,1.7425561369398639
43.63636363636363,1.5108871075496364
44.44444444444444,1.2395866014251808
45.25252525252525,1.3620990434660494
46.06060606060606,1.114945717718919
46.868686868686865,1.204788281760386
47.676767676767675,0.9631975856287972
48.484848484848484,1.1297138433447023
49.292929292929294,0.8312918432798627
50.1010101010101,0.8049069138969752
50.90909090909091,0.8293096340056605
51.717171717171716,0.6201453024513572
52.525252525252526,0.6669471009941781
53.333333333333336,0.6799287597541386
54.14141414141414,0.46536068235571476
54.94949494949495,0.5207506546250359
55.75757575757576,0.48374193497141565
56.56565656565657,0.4687599125659142
57.37373737373737,0.3513180472736953
58.18181818181818,0.3208699288855029
58.98989898989899,0.35868644035023745
59.7979797979798,0.3236801552291887
60.6060606060606,0.2971239693995552
61.41414141414141,0.2765484084149072
62.22222222222222,0.2297108820694337
63.03030303030303,0.23255465784870033
63.838383838383834,0.21571766343371043
64.64646464646465,0.17944850908871837
65.45454545454545,0.21145143448662965
66.26262626262626,0.1721104025307851
67.07070707070707,0.13347503992596008
67.87878787878788,0.1488991163557204
68.68686868686869,0.1162852976982158
69.4949494949495,0.12816023619669012
70.3030303030303,0.12224910430701483
71.11111111111111,0.09273282330946007
71.91919191919192,0.10213023470106176
72.72727272727272,0.08944656790922599
73.53535353535354,0.08572230247511685
74.34343434343434,0.08689618739835206
75.15151515151516,0.06570035949017963
75.95959595959596,0.057426317394275256
76.76767676767676,0.05217628382267955
77.57575757575758,0.04850197231940009
78.38383838383838,0.04832190274926649
79.1919191919192,0.04643669918286341
80.0,0.04255324116836876
